post_type,post_status,post_id,renban,todohuken_no,tax_todofuken,post_title,custom_postalcode,custom_address_city,custom_address,custom_phone,custom_fax,custom_openinghours,tax_is_emergency_contact,custom_emergency_contact_phone,pharmacist_name
pharmacy_korosho,publish,36900020,20,1,北海道,あしたば薬局東札幌店,003-0001,読み込んでいます...,札幌市白石区東札幌１条２－１－３,011-814-4193,011-814-4194,"月･水･金:9:00～18:30
火･木:9:00～17:00
土:9:00～12:00",有,011-814-4193,笠田　享世、堤　かおり
pharmacy_korosho,publish,36900021,21,1,北海道,調剤薬局ツルハドラッグ東札幌店,003-0001,読み込んでいます...,札幌市白石区東札幌１条１－７－１,011-827-7707,011-827-7707,"平日9:30-13:00､14:00-18:30
土9:30-13:30",無,,弓田　温子
pharmacy_korosho,publish,36900022,22,1,北海道,日本調剤白石薬局,003-0006,読み込んでいます...,札幌市白石区東札幌６条６－５－３５,011-893-4554,011-863-4520,"月～金9:00～18:00
土9:00～13:00",有,090-5988-2858,文屋　吉史
pharmacy_korosho,publish,36900023,23,1,北海道,なんごう薬局,003-0023,読み込んでいます...,札幌市白石区南郷通８－北２－２,011-867-5155,011-867-5135,"月～金8:30～18:00
土8:30～12:00",無,,長井　誠
pharmacy_korosho,publish,36900024,24,1,北海道,南本通調剤薬局,003-0026,読み込んでいます...,札幌市白石区本通８丁目南１－３４,011-867-9011,011-867-9233,"月火木金8:30～17:30 
水8:30～16:30
 土8:30～13:00",無,,加藤　拓真
pharmacy_korosho,publish,36900025,25,1,北海道,あおば薬局平和通店,003-0029,読み込んでいます...,札幌市白石区平和通５－北１１－２３,011-866-3311,011-860-8711,"月火木金9:00～18:00 
水8:30～16:30 土9:00～12:00",有（状況により対応困難な場合あり）,011-866-3311,小倉　祥平
pharmacy_korosho,publish,36900026,26,1,北海道,なの花薬局菊水店,003-0801,読み込んでいます...,札幌市白石区菊水１条１丁目３－３４,011-813-6330,011-813-1400,月火水金9:00～19:30 木9:00～17:00 土9:00～13:30,無,,縄田　貴洋
pharmacy_korosho,publish,36900027,27,1,北海道,日本調剤菊水三条薬局,003-0803,読み込んでいます...,札幌市白石区菊水３条２－３－１６,011-814-3258,011-814-3268,月～金9:00～18:00,有,090-5988-2859,井上　晋
pharmacy_korosho,publish,36900028,28,1,北海道,日本調剤菊水四条薬局,003-0804,読み込んでいます...,札幌市白石区菊水４条２－２－２１,011-813-0510,011-813-0511,月～金9:00～18:00,有,080-2050-2991,斉藤　和寛
pharmacy_korosho,publish,36900029,29,1,北海道,ただ薬局菊水元町店,003-0825,読み込んでいます...,札幌市白石区菊水元町五条２－２－５,011-876-1600,011-876-1601,"月～金9:00～18:00
木･土9:00～13:00",有,011-876-1600,多田　憲司
pharmacy_korosho,publish,36900030,30,1,北海道,調剤薬局ツルハドラッグひばりが丘店,004-0022,読み込んでいます...,札幌市厚別区厚別南２丁目１０番地,011-801-2268,011-801-2268,"月～金　9:00～13:00､14:00～18:00
土　9:00～13:00　日祝休",無,,鈴木　教之
pharmacy_korosho,publish,36900031,31,1,北海道,なの花薬局上野幌店,004-0032,読み込んでいます...,札幌市厚別区上野幌２－２－３－１０,011-896-1193,011-896-1195,"月火木金9:00～18:00
水9:00～17:00
土9:00～12:30",有,070-3799-9996,久保　雄大
pharmacy_korosho,publish,36900032,32,1,北海道,日本調剤大谷地薬局,004-0041,読み込んでいます...,札幌市厚区大谷地東４－１－２,011-893-1673,011-801-5018,"月～金9:00～18:00
土9:00～13:00",有,090-5988-2861,林山　純也
pharmacy_korosho,publish,36900033,33,1,北海道,日本調剤大谷地東薬局,004-0041,読み込んでいます...,札幌市厚別区大谷地東２－５－１５,011-398-5192,011-398-5193,"月～金9:00～18:00
土9:00～13:00",有,080-1152-2979,山田　健人
pharmacy_korosho,publish,36900034,34,1,北海道,セントラルファーマシー,004-0051,読み込んでいます...,札幌市厚別区厚別中央１条６－２－１５,011-891-7177,011-892-9968,"月火木金9:00～20:00
水土9:00～17:00",無,,佐々木　翔平、目黒　元春、按　佑美、青栁　冴
pharmacy_korosho,publish,36900035,35,1,北海道,なの花薬局新札幌駅前店,004-0051,読み込んでいます...,札幌市厚別区厚別中央１条６－３－１　ホクノービル１Ｆ,011-892-1144,011-892-5900,"月火8:30～19:30
水木金8:30～19:00
土8:30～13:30",有,011-892-1144,武田　里奈、渡部　由美子
pharmacy_korosho,publish,36900036,36,1,北海道,なの花薬局新札幌店,004-0052,札幌市厚別区,札幌市厚別区厚別中央２条５－４,011-801-2600,011-801-2700,"月～金8:45～18:30
土9:00～13:00",有,011-801-2600,藤岡　沙織
pharmacy_korosho,publish,36900037,37,1,北海道,三信調剤薬局新札幌店,004-0052,読み込んでいます...,札幌市厚別区厚別中央２条５－４－６,011-895-1193,011-895-6393,"月～金9:00～17:30
土9:00～12:30",有,080-2873-1621,坂根　奈保美
pharmacy_korosho,publish,36900038,38,1,北海道,新札幌中央薬局,004-0052,読み込んでいます...,札幌市厚別区厚別中央２条４－９－１５,011-895-1781,011-895-1752,"月火水金9:00～20:00
木9:00～18:30
土9:00～14:30",有,011-895-1781,澤谷　亮平、土岐　香織、加藤　拓也
pharmacy_korosho,publish,36900039,39,1,北海道,なの花薬局札幌厚別西店,004-0062,読み込んでいます...,札幌市厚別区厚別西２条３－７ー８,011-895-8931,011-895-8921,"月水木金9:00～17:00
火土9:00～12:30",無,,中島　光文
pharmacy_korosho,publish,36900040,40,1,北海道,アイン薬局厚別通店,004-0065,読み込んでいます...,札幌市厚別区厚別西５条１－１６－２０　クリニックステーション厚別西１Ｆ,011-891-1162,011-891-1174,"月木9:00～18:00
水9:00～17:30
火金9:00～19:00
土9:00～13:00",有,011-891-1162,鳥本　久美子、萩原　そよ子
pharmacy_korosho,publish,36900041,41,1,北海道,なの花薬局美しが丘店,004-0811,読み込んでいます...,札幌市清田区美しが丘１条６－２－３,011-882-1193,011-889-2289,"月火木金9:00～18:00
水9:00～19:00
土9:00～13:30",有,011-882-1193,桜田　尚季
pharmacy_korosho,publish,36900042,42,1,北海道,美しが丘緑薬局,004-0814,読み込んでいます...,札幌市清田区美しが丘４条５－３－１６,011-889-3390,011-889-3393,月･金8:30～18:00火水木8:30～17:30土8:30～12:30,無,,田中　雅朗
pharmacy_korosho,publish,36900043,43,1,北海道,なの花薬局真栄店,004-0831,読み込んでいます...,札幌市清田区真栄１条１－１－１５,011-888-3060,011-888-3061,"月火水金8:30～18:30
木8:30～17:30
土8:30～13:30",無,,下込　麻裕、板本　圭造
pharmacy_korosho,publish,36900044,44,1,北海道,アイン薬局清田店,004-0861,読み込んでいます...,札幌市清田区北野１条２－１１－２７,011-889-2655,011-889-2656,"月・水・木　8:30～17:30
火・金　8:30～18:30
土　8:30～12:30",有,011-889-2655,黒田　真子
pharmacy_korosho,publish,36900045,45,1,北海道,調剤薬局ツルハドラッグ北野店,004-0867,読み込んでいます...,札幌市清田区北野７条５－１２－２０,011-887-4268,011-887-4268,"月～金　9:00～19:00
土　9:00～13:00",有,080-6079-1593,松村　祐甫、米森　茂樹、松本　彩香、遠山　純一
pharmacy_korosho,publish,36900046,46,1,北海道,調剤薬局ツルハドラッグ平岡店,004-0872,読み込んでいます...,札幌市清田区平岡２条５丁目２－５０,011-889-5037,011-889-5037,月～土　9:00～18:00,,,木原 典子、佐々木 彩、小野 翔平
pharmacy_korosho,publish,36900047,47,1,北海道,キタ調剤薬局平岡店,004-0882,読み込んでいます...,札幌市清田区平岡公園東５－１２－１０,011-888-0530,011-888-0531,"月・火・木・金　8:45～18:00
水・土　8:45～12:00",無,,鈴木　雅恵
pharmacy_korosho,publish,36900048,48,1,北海道,日本調剤澄川調剤薬局,005-0006,読み込んでいます...,札幌市南区澄川６条７－３－１,011-583-4898,011-583-4899,"月・火・木・金　8:30～17:30
水・土　8:30～12:30",有,090-5988-2852,石田　由利
pharmacy_korosho,publish,36900049,49,1,北海道,第一調剤上町調剤薬局,005-0012,読み込んでいます...,札幌市南区真駒内上町３－１－８,011-583-9393,011-581-4193,"月火水金8:30～18:30 
木8:30～16:30
土8:30～13:00",無,,岡田　一拓、野々山　三千葉
pharmacy_korosho,publish,36900050,50,1,北海道,調剤薬局クスリのツルハ川沿店,005-0801,読み込んでいます...,札幌市南区川沿１条１丁目２-４５,011-578-3783,011-578-3783,"月～土　
9：00～13：00、14：00～18：00　　　　",有,080-6067-8318,金濱　鴻太
pharmacy_korosho,publish,36900051,51,1,北海道,イルム薬局南沢店,005-0823,読み込んでいます...,札幌市南区南沢３条４－１－１,011-522-6689,011-522-7689,"月～金9:00～19:00
土9:00～13:00",有,011-522-6689,羽田　好範
pharmacy_korosho,publish,36900052,52,1,北海道,石山中央薬局,005-0850,読み込んでいます...,札幌市南区石山東１丁目４−２７,011-591-1233,011-591-9463,"月火木金9:00～19:00
水 9:00～17:00
土9:00～12:30",有,011-591-1233,伊藤　優、河原　申弥
pharmacy_korosho,publish,36900053,53,1,北海道,なの花薬局西宮の沢店,006-0003,読み込んでいます...,札幌市手稲区西宮の沢３条１－１２－２４,011-669-1193,011-669-1194,"月火水木金 9:00～18:00､
土 9:00～13:00",有,011-669-1193,大宮　崇広
pharmacy_korosho,publish,36900054,54,1,北海道,富丘調剤薬局,006-0011,読み込んでいます...,札幌市手稲区富丘１条４－１－５,011-699-7575,011-699-7576,"月火水金9:00～17:30
木9:00～19:00
土8:30～12:30",有,011-699-7575,山本　亜美
pharmacy_korosho,publish,36900055,55,1,北海道,なの花薬局手稲駅前店,006-0021,読み込んでいます...,札幌市手稲区手稲本町１条３－３－１,011-686-4193,011-686-4194,月～金9:00～18:00､土9:00～13:00,有,011-686-4193,原口　真智子
pharmacy_korosho,publish,36900056,56,1,北海道,メルモ調剤薬局,006-0031,読み込んでいます...,札幌市手稲区稲穂一条７－２－１６,011-688-2020,011-688-2021,"月水木金8:30～19:00
火土8:30～12:30",無,,森　文彦、佐藤　了の
pharmacy_korosho,publish,36900057,57,1,北海道,なの花薬局手稲稲穂店,006-0032,読み込んでいます...,札幌市手稲区稲穂２条７－１－５,011-683-0501,011-683-0502,"月火木金9:00～19:00
水9:00～17:00
土9:00～13:00",有,011-683-0501,髙橋　克寿
pharmacy_korosho,publish,36900058,58,1,北海道,メディモテイネ調剤薬局,006-0812,読み込んでいます...,札幌市手稲区前田２条１３丁目３番１８号メディモテイネメディカルモール１階,011-699-3008,011-699-3008,"月～金9:00～18:00
土9:00～13:00",有,070-4792-6867,稲垣　貴裕、笠原　栞、坂田　香織
pharmacy_korosho,publish,36900059,59,1,北海道,日本調剤稲積公園前薬局,006-0813,読み込んでいます...,札幌市手稲区前田３条４－２－１１,011-682-8881,011-682-8801,"月～金8:30～18:00
土9:00～13:00",有,090-764-52002,飯田　慎也
pharmacy_korosho,publish,36900060,60,1,北海道,調剤薬局ツルハドラッグ手稲前田店,006-0814,読み込んでいます...,札幌市手稲区前田４条１０－２ー１０,011-686-7268,011-686-7268,月～金9:00～13:00、14:00～18:00,有,080-5835-9933,森川　小雪
pharmacy_korosho,publish,36900061,61,1,北海道,調剤薬局ツルハドラッグ手稲前田6条店,006-0816,読み込んでいます...,札幌市手稲区前田６条６丁目１－７,011-699-1368,011-699-1368,"月～金9:30-13:30、14:30-18:30、
土9:30-13:30",有,070-7400-0277,黒川　康介
pharmacy_korosho,publish,36900062,62,1,北海道,クリオネ あけぼの薬局,006-0834,読み込んでいます...,札幌市手稲区曙四条３－１７－２０,011-685-7773,011-685-7778,"月火水金9:00～18:00、
木土9:00～12:30",無,,三塚　和佳子
pharmacy_korosho,publish,36900063,63,1,北海道,クリオネ曙６条薬局,006-0836,読み込んでいます...,札幌市手稲区曙６条２－２－１６,011-688-1166,011-688-1169,"月火木金9:00～19:00
水土日9:00～12:00",無,,久末　千尋、沼田　聖枝子
pharmacy_korosho,publish,36900064,64,1,北海道,調剤薬局ツルハドラッグ手稲星置駅前店,006-0851,読み込んでいます...,札幌市手稲区星置１条２－２－１,011-699-7268,011-699-7268,月～金 9:00～13:30､14:30～18:00,無,,井上　大輔
pharmacy_korosho,publish,36900065,65,1,北海道,保険調剤いちご薬局星置店,006-0851,読み込んでいます...,札幌市手稲区星置１条４－７－２,011-688-3515,011-688-3516,"月水 9:00～19:00

火木金9:00～18:00

土  9:00～12:30",有,090-6699-0970,木村　大輔
pharmacy_korosho,publish,36900066,66,1,北海道,東区ひまわり薬局,007-0805,読み込んでいます...,"札幌市東区東苗穂５条１－１１－１
勤医協札幌東ビル１階",011-786-8700,011-786-8305,"月水金9:00～20:00
火木9:00～18:00
土日9:00～17:00",無,,四方　晴美
pharmacy_korosho,publish,36900067,67,1,北海道,調剤薬局ツルハドラッグ東苗穂7条店,007-0807,読み込んでいます...,札幌市東区東苗穂7条3丁目2-1,011-792-0658,011-792-0658,"平日：09:30〜13:00、14:00〜18:30
土09:30〜13:30",無,070-7405-2416,桑島寛幸
pharmacy_korosho,publish,36900068,68,1,北海道,サツドラ薬局麻生北４０条店,007-0840,読み込んでいます...,札幌市東区北４０条東１－１－２７,011-750-6650,011-750-6651,"月～金9:00～21:00
土9:00～16:30",無,,高山　侑也
pharmacy_korosho,publish,36900069,69,1,北海道,日本調剤杉並薬局,040-0001,読み込んでいます...,函館市五稜郭町３４－１５,0138-31-1661,0138-31-1600,"月～金9:00～19:00
土9:00～14:00",有,0138-31-1661,藤井　大稀、北原　伸哉、日下部　和宏
pharmacy_korosho,publish,36900070,70,1,北海道,日本調剤本町薬局,040-0011,読み込んでいます...,函館市本町３３－３,0138-55-9912,0138-55-9918,"月～金9:00～18:00
土9:00～13:00",有,090-9511-6500,武田　芳之
pharmacy_korosho,publish,36900071,71,1,北海道,調剤薬局ツルハドラッグ函館赤十字病院前店,040-0025,読み込んでいます...,函館市堀川町６－２２,0138-30-5118,0138-30-5450,月～金8:30～18:00,有,080-6067-8494,伊藤　大地、三上　真理子、関川　史臣、福原　乃亜
pharmacy_korosho,publish,36900072,72,1,北海道,調剤薬局ツルハドラッグ函館松風店,040-0035,読み込んでいます...,函館市松風町１２－６,0138-21-1268,0138-21-1268,月～金 9:00～13:30､14:30～18:00,無,,並木　怜志
pharmacy_korosho,publish,36900073,73,1,北海道,マリン薬局,040-0036,読み込んでいます...,函館市東雲町６－１,0138-27-7727,0138-27-7728,"月～金9:00～18:00
土8:45～12:45",有,070-4457-5319,吉田　元、安里　千澄、今　秀人
pharmacy_korosho,publish,36900074,74,1,北海道,調剤薬局ツルハドラッグ白鳥店,040-0082,読み込んでいます...,函館市白鳥町２１－２６,0138-62-5411,0138-62-5411,月～金10:00～13:30、14:30～19:00、土10:00～14:00,無,,湊　秀典
pharmacy_korosho,publish,36900075,75,1,北海道,函館中央薬局桔梗店,041-0801,読み込んでいます...,函館市桔梗町４１８－１４５,0138-34-3550,0138-34-3551,月水金9:00～18:00､火木9:00～12:00,有,090-2692-0009,江口　文明
pharmacy_korosho,publish,36900076,76,1,北海道,いしかわ調剤薬局,041-0802,読み込んでいます...,函館市石川町３３１－２３,0138-47-5380,0138-47-5370,"月～金9:00～18:00
土9:00～13:00",有,0138-47-5380,江畑　優
pharmacy_korosho,publish,36900077,77,1,北海道,調剤薬局ツルハドラッグ函館石川店,041-0802,函館市,函館市石川町３１５－９,0138-34-3268,0138-34-3268,月～金9:00～13:00、14:00～18:00,有,080-5836-6373,竹澤　暢記
pharmacy_korosho,publish,36900078,78,1,北海道,石川中央薬局,041-0802,読み込んでいます...,函館市石川町３５０－１８,0138-47-6600,0138-47-6622,"月曜、火曜、木曜、金曜9:00～18:00
水曜　9:00～17:00
土曜　8:30～12:30",有,080-3265-4152,武田　明美
pharmacy_korosho,publish,36900079,79,1,北海道,イルカ薬局,041-0812,読み込んでいます...,函館市昭和１－４－１９,0138-40-2333,0138-40-2555,"月･木･金　9:00～17:00､
火　9:00～18:00､
水　9:00～17:30､土　9:00～12:30",有,080-4068-7687,笠間　トシ
pharmacy_korosho,publish,36900080,80,1,北海道,調剤薬局ツルハドラッグ昭和店,041-0812,読み込んでいます...,函館市昭和１－２９－７,0138-62-2723,0138-62-2723,"月～金
9:30～13:00、14:00～18:30
土　09:30～13:30",無,,竹川　沙里
pharmacy_korosho,publish,36900081,81,1,北海道,クリオネ港町薬局,041-0821,読み込んでいます...,函館市港町１－１１－１６,0138-43-8123,0138-43-9177,"月～金　9:00～18:00
土　9:00～13:00",無,,星川　知子
pharmacy_korosho,publish,36900082,82,1,北海道,調剤薬局ツルハドラッグ五稜郭店,041-0821,読み込んでいます...,函館市港町１丁目１－２,0138-62-6268,0138-62-6268,"月～金　9:30～19:30
土　9:30～18:30
日　9:30～13:30
祝　休み",有,080-6067-1346,加藤　善教、大塚　憲子、原　一矢
pharmacy_korosho,publish,36900083,83,1,北海道,調剤薬局ツルハドラッグ函館鍛治店,041-0852,函館市,函館市鍛治２丁目２２番8号,0138-33-2680,0138-33-2680,"月～金
9:00～12:30、13:30～18:00
土　9:00～13:00",無,070-7405-2162,川内谷　美紗
pharmacy_korosho,publish,36900084,84,1,北海道,有限会社函館保健企画しらかば薬局,041-0853,読み込んでいます...,函館市中道２－５１－３,0138-32-9870,0138-32-9488,"月水金9:00～17:00
火木9:00～19:30
土9:00～12:30",有,090-2053-9870,多田　勘司、甚田　英子、若松　利幸
pharmacy_korosho,publish,36900085,85,1,北海道,いこい薬局桜町店,041-1105,読み込んでいます...,亀田郡七飯町桜町１－３－３９,0138-83-8301,0138-83-8320,"火～水9:30～17:30  
木～金9:30～18:30  
土9:30～17:00",有,0138-83-8301,中川　春生
pharmacy_korosho,publish,36900086,86,1,北海道,いこい薬局,041-1122,読み込んでいます...,亀田郡七飯町大川８－１２－１７,0138-65-5960,0138-65-1636,"月木9:00～18:00
火金9:00～18:30
水9:00～17:00
土9:00～14:00",有,0138-65-5960,坂本　優子
pharmacy_korosho,publish,36900087,87,1,北海道,おおたに調剤薬局,042-0932,函館市,函館市湯川町１－２２－１５,0138-36-3211,0138-36-3212,"月～金9:00～17:30
土9:00～13:00",有,0138-36-3211,山口　彩果、山口　拓馬
pharmacy_korosho,publish,36900088,88,1,北海道,調剤薬局ツルハドラッグ湯川店,042-0932,読み込んでいます...,函館市湯川町２丁目１８－１０,0138-36-5523,0138-36-5523,月～土9:00～13:00、14:00～18:00,有,080-6067-8473,板木　和也
pharmacy_korosho,publish,36900089,89,1,北海道,日本調剤深堀薬局,042-0941,読み込んでいます...,函館市深堀町１１－１,0138-30-6101,0138-55-3850,月～金　9:00～18:00,有,090-5190-7152,吉田　祐哉
pharmacy_korosho,publish,36900090,90,1,北海道,ライク調剤薬局倶知安店,044-0052,読み込んでいます...,虻田郡倶知安町北２条西３－１０－１,0136-21-5111,0136-21-5112,"月～金9:00～18:00
土9:00～13:00",有,0136-21-5111,江畑　学
pharmacy_korosho,publish,36900091,91,1,北海道,日の出薬局,045-0011,読み込んでいます...,岩内郡岩内町栄２－６,0135-62-2250,0135-62-0773,"月水金8:30～19:00
火木8:30～18:30
土8:30～15:00",有,0135-62-2250,目黒　道大、二俣　隆浩
pharmacy_korosho,publish,36900092,92,1,北海道,若林調剤薬局,045-0022,読み込んでいます...,岩内郡岩内町字清住１０１,0135-62-0698,0135-62-0724,"月～金9:00～18:00
土9:00～15:00",有,0135-62-0698,佐々木　美穂、西口　奈々美
pharmacy_korosho,publish,36900093,93,1,北海道,日本調剤余市薬局,046-0003,余市郡余市町,余市郡余市町黒川町１９－１５－１３,0135-22-6883,0135-22-6856,月～金､第1.2.3.4.5土9:00～13:00,有,090-5988-2863,中田　茂子
pharmacy_korosho,publish,36900094,94,1,北海道,なの花薬局余市店,046-0004,読み込んでいます...,余市郡余市町大川町１５－１０,0135-22-1193,0135-22-1195,月～金9:00～17:30,有,090-9523-5380,髙橋　正典
pharmacy_korosho,publish,36900095,95,1,北海道,パシフィック薬局南小樽店,047-0002,読み込んでいます...,小樽市潮見台１－５－６,0134-27-4193,0134-27-4192,"月～金8:40～17:00
土8:40～12:00",有,0134-27-4193,櫻庭　秀一
pharmacy_korosho,publish,36900096,96,1,北海道,なの花薬局まさかえ店,047-0003,読み込んでいます...,小樽市真栄１－６－２,0134-22-0018,0134-31-5589,"月～金9:00～18:00
土9:00～13:00",有,0134-22-0018,林　寛子
pharmacy_korosho,publish,36900097,97,1,北海道,なの花薬局小樽築港店,047-0008,小樽市,小樽市築港９－１２,0134-24-6000,0134-24-6111,月～金9:00～18:00,無,,淵脇　歩
pharmacy_korosho,publish,36900098,98,1,北海道,シマダ薬局,047-0013,読み込んでいます...,小樽市奥沢２－６－１０,0134-25-1615,0134-25-1624,"月～金9:00～17:00
土9:00～12:00",無,,島田　和洋
pharmacy_korosho,publish,36900099,99,1,北海道,クリオネ住ノ江薬局,047-0014,読み込んでいます...,小樽市住ノ江１－４－１４,0134-61-1375,0134-61-1376,"平日8:30～17:30
土8:30～12:30",無,,齊藤　瑛里、鈴木　夏乃
pharmacy_korosho,publish,36900100,100,1,北海道,小樽住ノ江薬局,047-0014,読み込んでいます...,小樽市住ノ江２－１－２,0134-65-8338,0134-65-8355,"月～金9:00～17:30
土9:00～12:30",有,090-2074-2332,桂　正俊
pharmacy_korosho,publish,36900101,101,1,北海道,松ヶ枝堂薬局,047-0022,読み込んでいます...,小樽市松ヶ枝１－１８－７,0134-33-0322,0134-33-2496,"月火水金9:00～18:00
木9:00～17:00
土8:30～12:30",無,,土屋　総之
pharmacy_korosho,publish,36900102,102,1,北海道,いなほ薬局,047-0032,読み込んでいます...,小樽市稲穂２－２２－８,0134-31-5110,0134-31-5112,"月～金9:00～17:30
土9:00～12:30",無,,高野　敏行
pharmacy_korosho,publish,36900103,103,1,北海道,おたる中央調剤薬局,047-0032,読み込んでいます...,小樽市稲穂１－９－１,0134-31-5401,0134-31-5100,"月～金9:00～18:00
土9:00～13:00",有,090-2872-8389,大森　仁、森本　舜
pharmacy_korosho,publish,36900104,104,1,北海道,なの花薬局小樽稲穂店,047-0032,読み込んでいます...,小樽市稲穂１－４－３,0134-21-4193,0134-21-4194,"月～金:8:30～18:00
土:8:30～15:00",有,0134-21-4193,瀬能　彩加
pharmacy_korosho,publish,36900105,105,1,北海道,三ツ野薬局本店,047-0032,読み込んでいます...,小樽市稲穂１－４－１５,0134-24-0145,0134-33-2180,月～土9:00～18:00,無,,明石　渉
pharmacy_korosho,publish,36900106,106,1,北海道,調剤薬局ツルハドラッグ小樽店,047-0032,読み込んでいます...,小樽市稲穂２－９－１１,0134-21-5002,0134-21-5002,"月～金9:00～20:00
土9:00～18:00",有,080-6067-8489,菊地　颯、小長谷　文、三澤　有理奈、米田　遥香、山口　航平
