"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","openinghours","emergency_contact","emergency_contact_phone"
"36900124","中島薬局本店","050-0074","北海道","室蘭市","室蘭市中島町１－３４－７","01205","0143-44-2636","月～金9:00～18:30
土9:00～17:00","無",""
"36900125","調剤薬局ツルハドラッグ室蘭中島北店","050-0074","北海道","室蘭市","室蘭市中島町１－２３－８
カナリアビル１Ｆ","01205","0143-42-2177","平日9:00～13:30、14:30～18:00
土日祝休み","無",""
"36900126","なの花薬局ことぶき公園前店","050-0082","北海道","室蘭市","室蘭市寿町１－５－１５","01205","0143-45-5695","月火木金9:00～17:30 土:9:00～12:30","無",""
"36900127","こじま薬局","050-0083","北海道","室蘭市","室蘭市東町２－１６－２４","01205","0143-41-3788","月～金9:00～18:00
第2･4土9:00～14:30
木9:00～17:00","有","0143-41-3788"
"36900128","なの花薬局御前水店","051-0002","北海道","室蘭市","室蘭市御前水町２－７－２３","01205","0143-22-1400","月火木金9:00～18:00
水9:00～12:30
第2.4土9:00～12:30","有","080-3296-2236"
"36900129","なの花薬局母恋店","051-0005","北海道","室蘭市","室蘭市新富町１丁目３番１２号","01205","0143-22-1193","月～金8:30～18:00 土8:30～9:30
日･祝:休み","有","0143-22-1193"
"36900130","クリオネ中央薬局","051-0011","北海道","室蘭市","室蘭市中央町３－１－３","01205","0143-25-3123","月～金9:00～18:00
土9:00～13:00","有","0143-25-3717"
"36900131","なの花薬局室蘭中央店","051-0011","北海道","室蘭市","室蘭市中央町３－１－１","01205","0143-24-2266","月～金9:00～18:00","有","0143-24-2266"
"36900132","海岸町ひぐち薬局","051-0022","北海道","室蘭市","室蘭市海岸町１－５８","01205","0143-25-2411","月～金8:30～18:00
土9:00～13:00","有","0143-25-2411"
"36900133","なの花薬局伊達梅本店","052-0011","北海道","伊達市","伊達市梅本町６","01233","0142-23-3911","月～金8:30～17:30
土8:30～11:30","有","0142-23-3911"
"36900134","まこと調剤薬局元町店","052-0023","北海道","伊達市","伊達市元町３４","01233","0142-22-1238","月火木金8:30～18:00
水土8:30～12:00","有","090-8533-8353"
"36900135","なの花薬局若草店","053-0021","北海道","苫小牧市","苫小牧市若草町３－４－７","01213","0144-33-1193","月～金:8:30～18:00 土:8:00～9:00","有","0144-33-1193"
"36900136","調剤薬局ツルハドラッグ苫小牧王子店","053-0022","北海道","苫小牧市","苫小牧市表町４丁目３－２３","01213","0144-38-8028","月～土9:00～19:00
日祝9:00～13:00","無",""
"36900137","木場町薬局","053-0033","北海道","苫小牧市","苫小牧市木場町２－９－１５","01213","0144-31-7180","月･水･木･金9:00～17:00
火･土9:00～12:00","無",""
"36900138","なの花薬局苫小牧三光店","053-0042","北海道","苫小牧市","苫小牧市三光町１－２－５","01213","0144-36-1193","月･火･水･金8:30～18:00
木:8:30～16:30
土8:30～12:30","有","0144-36-1193"
"36900139","日本調剤三光薬局","053-0042","北海道","苫小牧市","苫小牧市三光町２－５－５","01213","0144-38-5080","月火水金9:00～19:00
木9:00～17:00
土9:00～12:00","有","070-4329-9052"
"36900140","調剤薬局ツルハドラッグ苫小牧音羽店","053-0044","北海道","苫小牧市","苫小牧市音羽町２－１８－１３","01213","0144-61-1210","平日9:30～13:30･14:30～18:30
土9:30～13:30","有","070-7405-2415"
"36900141","なの花薬局苫小牧双葉店","053-0045","北海道","苫小牧市","苫小牧市双葉町３－６－１６","01213","0144-38-1193","月～金8:30～17:30","有","0144-38-1193"
"36900142","調剤薬局ツルハドラッグ苫小牧住吉店","053-0046","北海道","苫小牧市","苫小牧市住吉町２丁目２９","01213","0144-31-7077","平日9：00～18：00","有","080-6067-1253"
"36900143","調剤薬局ツルハドラッグ苫小牧弥生店","053-0802","北海道","苫小牧市","苫小牧市弥生町１－２－８","01213","0144-71-4268","月～金9:00～13:30、14:30～18:00","無",""
"36900144","なの花薬局糸井店","053-0821","北海道","苫小牧市","苫小牧市しらかば町１－１８－１７","01213","0144-75-2577","月･火･水･金9:00～18:00
木9:00～17:00
土9:00～13:00","有","0144-75-2577(転送)"
"36900145","なの花薬局桜木店","053-0832","北海道","苫小牧市","苫小牧市桜木町３－９－３","01213","0144-75-1535","月火水金9:00～17:45
木9:00～13:00
第1.3.5土8:30～13:00","有","090-9961-7962"
