post_type,post_status,post_id,renban,todohuken_no,tax_todofuken,post_title,custom_postalcode,custom_address_city,custom_address,custom_phone,custom_fax,custom_openinghours,tax_is_emergency_contact,custom_emergency_contact_phone,pharmacist_name
,,,,,沖縄県,登川薬局,904-2142,沖縄市登川2-27-1,098-989-4806,098-989-4807,月～金9：00～18：00土9：00～13：00,有,098-989-4806,2,池上 聖、屋宜 亜耶乃
,,,,,沖縄県,ライトシー薬局 知花店,904-2143,沖縄市知花6-23-22,098-923-2024,098-923-2013,月・水～金9：00～17：30火・土9：00～13：00,無,,2,小林 あずみ、小林 康二
,,,,,沖縄県,みさと虹薬局,904-2153,沖縄市美里１－２８－１１,098-988-5510,098-988-5511,月～金9:00～21:00土9:00～13:00,無,,3,具志堅　咲、座安　雄一、田仲　周子
,,,,,沖縄県,あなたのかかりつけ薬局,904-2154,沖縄市東2-25-3,098-939-3322,098-939-2211,月～金9：00～18：00土9：00～13：00,有,090-7927-3806,1,上原 卓朗
,,,,,沖縄県,りんご薬局 古謝店,904-2161,沖縄市古謝2-21-28,098-929-2700,098-979-5728,月～金9：00～18：00土9：00～13：00,有,080-6482-5910,1,"前濱 渚
藤田 和哉"
,,,,,沖縄県,ハート薬局きゃん店,904-2225,"うるま市喜屋武３８４－３－２
　きゃんメディカルプラザ１B",975-0825,975-0835,月～水・金9:00～18:00木・土9:00～13:00,無,,2,島袋　優子、栗岡　朝陽
,,,,,沖縄県,メイト平良川薬局,904-2225,うるま市喜屋武１７９　渡口ビル１Ｆ,098-974-8811,098-974-2938,9:00～18:00,有,090-1949-1783,1,福地　健治
,,,,,沖縄県,すこやか薬局具志川店,904-2243,うるま市宮里２６１－１６,098-974-2111,098-974-2641,月～金8:30～18:00土9:00～13:00,無,,5,阿嘉　さゆり、井福　学、新田　有香、藤田　敦子、赤田　早苗
,,,,,沖縄県,ハート薬局あかみち店,904-2245,うるま市赤道１７４－１２　１０２号,098-974-9339,098-974-8089,月・火・木～土9:00～18:00,無,,1,玉城　裕貴子
,,,,,沖縄県,あかみち薬局,904-2245,うるま市赤道１１－１３,098-974-1673,098-974-2165,月～金8:30～19:00土8:30～18:30,無,,3,江夏　恭範、本村　智秋、徳門　仁美
,,,,,沖縄県,ひが薬局 与那城店,904-2302,うるま市与那城西原867-2,098-989-4692,098-989-4693,月・水・金9：00～18：00火9：00～20：00木7：00～15：00土9：00～14：00,無,,1,新江 裕貴
,,,,,沖縄県,北部地区薬剤師会会営薬局,905-0006,名護市宇茂佐１７１２－１７,0980-52-7752,0980-52-7753,月～金9:00～18:00,無,,1,金城　由梨亜
,,,,,沖縄県,病院前薬局 (名護市),905-0016,名護市大東３－２１－２２,0980-51-1775,0980-51-1776,月～金9:00～18:00,無,,1,浅沼　健一
,,,,,沖縄県,すこやか薬局大北店,905-0019,名護市大北１－２－３６,0980-51-0117,0980-51-0116,月～金9:00～17:00土9:00～12:00日･祝休み,無,,3,吉岡　直美、山田　邦子、庭田　晃良
,,,,,沖縄県,アイン薬局 美ら海店,905-0212,本部町大浜874-2,0980-47-5777,0980-47-7225,月～水・金9：00～18：00木9：00～17：00土9：00～13：00,有,0980-47-5777,1,濱田 稔
,,,,,沖縄県,アイン薬局 よこだけ店,906-0501,宮古島市伊良部前里添638-3,0980-74-5588,0980-78-5701,月～金8：30～17：30土8：30～12：30,有,0980-74-5588,1,小松 沙織
,,,,,沖縄県,はと薬局,907-0002,石垣市真栄里３０１－１　サンエ－石垣シテイ内,0980-83-8984,0980-83-8986,月～日・祝9:00～22:00,無,,1,山城　専
,,,,,沖縄県,なみき薬局,907-0004,石垣市登野城１０２４－４,0980-88-1010,0980-88-0008,月･火･水･金9:00～19:00木･土9:00～12:30,無,,2,宮良　善朗、笠原　大吾
,,,,,沖縄県,I＆H石垣離島ターミナル薬局,907-0012,石垣三崎町１　石垣港離島ターミナル内,0980-87-9471,0980-87-9472,8:00～17:00年中無休,無,,2,桂田　美保、坂根　康枝
,,,,,沖縄県,ファーマライズ薬局 石垣店,907-0024,石垣市新川2105,0980-88-0005,0980-88-0006,月～金9：00～17：30土9：00～12：30,有,080-2025-2404,2,井上 修、松浦 芽衣
,,,,,沖縄県,美ら島薬局,907-0024,石垣市新川2427-102,0980-87-7766,0980-87-7767,"月～水・金9：00～18：30木8：45～17：45
土9：00～16：30",無,,3,城野 貴子、城野 智哉、東里 彩加
,,,,,鹿児島県,千年薬局,890-0001,鹿児島市千年２－１１－１３,099-295-3621,099-295-3651,"月～金9:00～17:30 
土・日・祝9:00～12:30第1・3・5日曜日閉局
12/31～1/2閉局
",有,099-295-3621,2,久永　奈穂子、秋田　真紀
,,,,,鹿児島県,今村薬局,890-0002,鹿児島市西伊敷４－１６－１,099-220-2655,099-218-5155,月～金8:30～18:00 土8:30～12:30,有,099-220-2655,2,林　秀樹、鎌田　直子
,,,,,鹿児島県,オレンジ玉里薬局,890-0005,鹿児島市下伊敷１－２４－１３,099-294-9335,099-294-9336,月～金9:00～18:00土9:00～17:30,無,,1,林　純子
,,,,,鹿児島県,かごしま北マリンバ薬局,890-0005,鹿児島市下伊敷３－１－３,099-290-9324,099-298-9325,月～日9:00～19:00,無,,1,石田　訓子
,,,,,鹿児島県,クローバー薬局,890-0005,鹿児島市下伊敷1-24-6,099-813-7633,099-813-7631,月～土9:00～18:00,有,099-813-7633,1,四元 麻友美
,,,,,鹿児島県,コスモス薬局,890-0005,鹿児島市下伊敷１－１－１１,099-224-4810,099-224-4813,月～土9:00～18:00,無,,1,松田　崇浩
,,,,,鹿児島県,タバタ薬局,890-0005,鹿児島市下伊敷１－４３－５,099-220-1433,099-220-9897,月～金9:00～19:00土9:00～18:00,有,099-220-1433,2,前薗　裕美、川元　由実
,,,,,鹿児島県,なでしこ玉里薬局,890-0005,鹿児島市下伊敷1-8-19,099-248-7900,099-248-7908,"月〜金9：00〜18：15
土9：〜13：15",有,080-1715-6884,1,入木　希世子
,,,,,鹿児島県,やまもと薬局伊敷台店,890-0007,鹿児島市伊敷台２－６－２６,099-218-0511,099-218-0533,"月～水・金8:30～18:30 
木8:30～12:30土8:30～16:00",有,099-218-0511,1,山本　洋右
,,,,,鹿児島県,有限会社伊敷調剤薬局,890-0008,鹿児島市伊敷２－１－１２,099-229-1227,099-229-5041,月～金9:00～19:00土9:00～17:00,有,080-1701-1716,2,大原　洋一、藤本　誠
,,,,,鹿児島県,たまざと調剤薬局,890-0014,鹿児島市草牟田２－２８－１０,099-225-6145,099-222-9300,"月～金9:00～17:15
土9:00～13:00",有,080-8576-6749,2,岡村　智美、義永　文一
,,,,,鹿児島県,ねんりん薬局,890-0014,鹿児島市草牟田2丁目27-10,099-295-4768,099-295-4769,月・火・木・金8:15～17:30　水8:15～16:15　土8:15～12:00,有,090-3586-5692,1,木下　大夢
,,,,,鹿児島県,もみじ薬局,890-0014,鹿児島市草牟田2-13-19,099-222-4408,099-293-1400,月～金9：00～18：30　土9：00～13：30,有,090-9494-4408,2,永田　拓郎、寺前 祐樹
,,,,,鹿児島県,アイリス薬局,890-0015,鹿児島市草牟田町３－１３,099-295-6921,099-295-6922,月～金9:00～18:00土9:00～13:00,有,099-259-6921,1,徳部　麻乃
,,,,,鹿児島県,べっぷ薬局アリーナ前,890-0023,鹿児島市永吉１－１１－１０,099-202-0057,099-202-0577,月～金9:00～18:00土9:00～13:00,有,099-202-0057(転送),2,森岡　修一、赤石　彩乃
,,,,,鹿児島県,かみぞの薬局明和店,890-0024,鹿児島市明和１－２６－５,099-281-2200,099-281-2006,月～金9:00～18:30土9:00～13:00,有,099-296-2038,2,上園　礼美、平林　恵子
,,,,,鹿児島県,株式会社NKCピュアタウン薬局,890-0031,鹿児島市武岡１－１２１－１５,099-230-0306,099-230-0309,月～土8:30～17:30,無,,3,赤塚　直也、赤塚　和子、築地　恵莉香
,,,,,鹿児島県,武岡調剤薬局,890-0031,鹿児島市武岡2-28-2,099-806-8300,099-806-8301,月8:30〜18:00,有,099-806-8300,1,田中　義則
,,,,,鹿児島県,スター調剤薬局田上店,890-0034,鹿児島市田上２－２８－３,099-204-7014,099-204-7015,"月･火･木･金9:00～18:00 
水9:00～17:00土 9:00～13:00",有,099-204-7014,1,上村　眞由美
,,,,,鹿児島県,石井薬局株式会社,890-0034,鹿児島市田上２－１５－１０,099-252-5068,099-252-5057,月・火・水・金8:30～20:30木8:30～13:30、17:30～20:30土8:30～18:30,有,090-6638-8799,2,石井　龍一、山下　恭徳
,,,,,鹿児島県,木の葉薬局,890-0034,鹿児島市田上３－１２－８,099－250－8200,099－250－8201,月～金9:00～18:00土9:00～17:00,有,080-9142-8381,1,永山　かおり
,,,,,鹿児島県,あすなろ薬局,890-0042,鹿児島市薬師２－１６－７,099-255-4976,099-255-4758,月・火・水・金9:00～18:00木9:00～17:00土9:00～16:00,有,099-255-4976,2,岩下　弘美、橋本　一行
,,,,,鹿児島県,すずな調剤薬局,890-0042,鹿児島市薬師２－２７－８,099-230-0205,099-230-0207,月～金9:00～18:00土9:00～13:00,有,099-230-0205,2,楠元　俊英、冨吉　紘史
,,,,,鹿児島県,ヘルシーウェル薬局薬師店,890-0042,鹿児島市薬師２－１８－１９,099-258-8045,099-258-8046,月～金9:00～18:30土9:00～13:30,有,099-258-8045(転送),1,磯脇　圭子
,,,,,鹿児島県,ホワイト薬局,890-0042,鹿児島市薬師1-12-8,099-206-2223,099-206-2223,月〜金9:00〜18:00 土9:00〜13:00,無,,1,簗瀬　志穂
,,,,,鹿児島県,オレンジ薬局,890-0045,鹿児島市武2-34-2,099-214-3421,099-254-1886,月〜金　8:30〜18:00  土8:30〜17:30,有,090-8352-0767,3,吉田　真智子、清水　あやか、築地　辰典
,,,,,鹿児島県,そうごう薬局鹿児島中央駅西口店,890-0045,鹿児島市武一丁目2-10JR九州ビル2階,099-201-7131,099-201-7132,月〜金8:30〜18:00 土8:30〜16:00 日10:00〜13:00,有,099-201-7131,2,井上　侑飛、堀 太樹
,,,,,鹿児島県,たけまち薬局,890-0045,鹿児島市武３－２２－２,099-299-0056,099-299-0057,月～水･金9:00～18:00木9:00～17:00土9:00～12:30,無,,1,向井　俊貴
,,,,,鹿児島県,ゾウさんのはな通り薬局,890-0046,鹿児島市西田２－２２－５,099-214-8012,099-214-8013,"月･火･水･金9:00～18:30 
木9:00～17:00土9:00～18:00",有,099-214-8012,1,日髙　雄太
,,,,,鹿児島県,鹿児島中央薬局,890-0046,鹿児島市西田１－５－１５,099-286-0787,099-250-6588,月～金8:30～17:30土8:30～13:30,無,,2,中嶋　一智、中嶋　信江
,,,,,鹿児島県,西田調剤薬局,890-0046,鹿児島市西田１－１７－２,099-296-1010,099-296-1011,月～金8:50～18:00土8:50～17:00,有,099-296-1010,1,荒武　寿美子
,,,,,鹿児島県,白男川薬局中央駅店,890-0046,鹿児島市西田２－２８－１０,099-255-7208,099-255-7209,月・火・木・金・土9:00～18:30水9:00～17:30第2・4土9:00～14:00,無,,1,上釜　唱子
,,,,,鹿児島県,ひいらぎ薬局,890-0051,鹿児島市高麗町22-26 OnYourMark高麗1F,099-296-1201,099-296-1204,月・火・木・金8:15~18:00 水8:15~16:15 土8:15~12:15,有,099-296-1201,1,成山　保
,,,,,鹿児島県,ナポリ通り薬局,890-0052,鹿児島市上之園町１０－３－１０１,099-213-1171,099-213-1172,月～水･金9:00～18:00木9:00～17:00土9:00～14:00,無,,1,白澤　孝代
,,,,,鹿児島県,ゆうゆう薬局甲南店,890-0052,鹿児島市上之園町２０－２７－１Ｆ,099-250-5672,099-814-3701,月～金9:00～18:00土9:00～13:00,無,,1,孝　ありす
,,,,,鹿児島県,若葉薬局,890-0052,鹿児島市上之園町３４－２０－１０２,099-298-1103,099-298-1185,月・火・水・金9:00～18:30木・土9:00～17:00,有,090-8356-2891,3,髙橋　海渡、高橋　梨奈、セシ　沙織
,,,,,鹿児島県,上之園薬局,890-0052,鹿児島市上之園町17-2,099-210-5602,099-210-5603,月〜金9:00〜19:00 土9:00〜13:00,有,090-7976-6455,1,内山　裕一
,,,,,鹿児島県,れいめい薬局中央店,890-0053,鹿児島市中央町６－８メディカルプラザ中央１Ｆ,099-208-5111,099-208-5110,月・水～金10:00～19:30土10:00～18:00日10:00～13:00,有,090-2086-8078,2,嶋﨑　美里、田中　康一郎
,,,,,鹿児島県,鹿児島中央福元薬局,890-0053,鹿児島市中央町９－９,099-204-9696,099-204-9697,"月～金8:45～18:15
土8:45～13:00",有,090-9073-9696,1,前川　彩乃
,,,,,鹿児島県,シルキー薬局,890-0054,鹿児島市荒田２―４３－８－１００,099-297-4541,099-297-4591,月火水金9:00~18:30    木土9:00~17:00,有,080-3981-9184,1,有村 洋一
,,,,,鹿児島県,とまと薬局　荒田店,890-0054,鹿児島市荒田1-16-3,099-298-9211,099-298-9221,月〜金9:00〜18:00　土9:00〜13:00　日祝休み,無,,1,小笹　朝美
,,,,,鹿児島県,ゆうゆう薬局荒田店,890-0054,鹿児島市荒田１－１２－１,099-801-4747,099-801-4748,月～金9:00～18:30土9:00～13:00,無,,1,上田　靖洋
,,,,,鹿児島県,大賀薬局いまきいれ総合病院前店,890-0054,鹿児島市荒田１－１５－２－１階,099-257-1033,099-257-1997,月～金9:00～18:00第1、第3土9:00～13:00,無,,2,中村　浩基、中熊　辰徳
,,,,,鹿児島県,みずほ通り・さくら薬局,890-0055,鹿児島市上荒田町25-12,099-214-3971,099-214-3972,月〜水金8:30〜18:00   木土8:30〜12:30,有,090-1199-3971,1,中村　愛香
,,,,,鹿児島県,花ことば薬局,890-0055,鹿児島市上荒田町25番地19-102号,099-202-0406,099-202-0435,月〜金8:45〜18:00  土9:30〜13:30,有,099-202-0406,1,乗越　悠
,,,,,鹿児島県,株式会社大賀薬局市立病院前店,890-0055,鹿児島市上荒田町２６－１７,099-256-8366,099-256-8360,月～金9:00～18:00,無,,1,村上　瞭太
,,,,,鹿児島県,市立病院前ミドリ薬局,890-0055,鹿児島市上荒田町２９－３２,099-230-0461,099-230-0463,"月～金8:30～18:00 
土8:30～13:00",無,,2,百﨑　秀典、祝　和貴
,,,,,鹿児島県,南国タケシタ薬局株式会社荒田つばめ薬局,890-0055,鹿児島市上荒田町８－１１,099-213-5601,099-252-2601,月～金9:00～18:00土9:00～13:00,無,,2,福倉　加寿子、竹下　鮎美
,,,,,鹿児島県,南国タケシタ薬局市立病院前店,890-0055,鹿児島市上荒田町25-16-102,099-204-0581,099-204-0582,月～金9:00～18：00,無,,1,新名主　泰文
